headers = ['Signal', 'Data', 'TTBar', 'ZJets', 'WJets', 'sTop', 'VV', 'TTV']
L_t_LQuujj300 = [[91682.88360187823, 29415] , [3997, 3997] ,  [3555.3363992455434, 74142] ,  [95.67972995674332, 5407] ,  [3.602308781120536, 16] ,  [221.04156487029096, 1321] ,  [28.647380183010988, 1622] ,  [41.659860166748516, 24949]  ]
L_t_LQuujj400 = [[30081.01868576805, 44903] , [3978, 3978] ,  [3536.162081070944, 73763] ,  [95.04187875809173, 5405] ,  [3.602308781120536, 16] ,  [219.38879638255193, 1313] ,  [28.589634672450646, 1617] ,  [41.494672896843745, 24877]  ]
L_t_LQuujj500 = [[10057.853215978868, 54145] , [3494, 3494] ,  [3043.211082766837, 63993] ,  [92.26846577103046, 5342] ,  [3.602308781120536, 16] ,  [202.98905020221633, 1215] ,  [26.947586045391212, 1502] ,  [38.168643893087186, 22996]  ]
L_t_LQuujj600 = [[3765.0734980971765, 60166] , [2590, 2590] ,  [2178.0251685243, 46467] ,  [79.40644485927801, 5136] ,  [3.7611292180114515, 14] ,  [166.91553007619933, 1000] ,  [22.663342832806144, 1270] ,  [30.875875674047016, 18868]  ]
L_t_LQuujj700 = [[1508.0400162081653, 63896] , [1797, 1797] ,  [1420.1291880285994, 30824] ,  [65.31000549199047, 4858] ,  [2.8864459232036923, 12] ,  [128.42683533154923, 772] ,  [18.663954082539874, 1016] ,  [22.60905293468321, 14287]  ]
L_t_LQuujj800 = [[647.9509914021045, 66382] , [1225, 1225] ,  [903.1994022418751, 19895] ,  [53.25229885191569, 4420] ,  [1.9066282871669709, 10] ,  [95.61192722623089, 581] ,  [14.408103557650294, 793] ,  [16.874050503398465, 10571]  ]
L_t_LQuujj900 = [[293.30237983252624, 67900] , [834, 834] ,  [572.3535742109314, 12754] ,  [39.29076789644666, 3996] ,  [1.9066282871669709, 10] ,  [72.5987236898005, 437] ,  [11.88187109823267, 630] ,  [12.000725813772656, 7664]  ]
L_t_LQuujj1000 = [[137.36056499653478, 68843] , [565, 565] ,  [366.2020786629251, 8247] ,  [29.73210675000999, 3545] ,  [1.9066282871669709, 10] ,  [56.28943484725166, 337] ,  [10.176486183162801, 494] ,  [8.57173950425929, 5583]  ]
L_t_LQuujj1100 = [[66.87461032786773, 68510] , [394, 394] ,  [235.1879733173147, 5364] ,  [23.837754102698522, 3170] ,  [1.0219418508015072, 9] ,  [42.2935944767856, 254] ,  [9.163643545577951, 382] ,  [6.2582003090001885, 4036]  ]
L_t_LQuujj1200 = [[33.457582107425814, 34636] , [271, 271] ,  [154.04367554090987, 3568] ,  [17.01809267796237, 2876] ,  [1.9482287210683649, 6] ,  [31.91037119989534, 194] ,  [8.405500607651902, 298] ,  [4.4132020392752205, 2940]  ]
L_t_LQuujj1300 = [[17.178852024981452, 34462] , [192, 192] ,  [102.34539608190418, 2401] ,  [11.875669909238304, 2631] ,  [1.9482287210683649, 6] ,  [23.615099835127854, 145] ,  [8.153867105716055, 237] ,  [3.0923455538556484, 2154]  ]
L_t_LQuujj1400 = [[8.942940598298058, 68641] , [130, 130] ,  [68.6932731546201, 1639] ,  [10.934715955491626, 2443] ,  [1.9482287210683649, 6] ,  [18.180292250328794, 114] ,  [6.092273517739273, 186] ,  [2.2573514188836312, 1587]  ]
L_t_LQuujj1500 = [[4.721558687813624, 68310] , [92, 92] ,  [48.29305031284799, 1151] ,  [8.550808646144151, 2228] ,  [1.1724391829239071, 5] ,  [15.414194522977402, 100] ,  [5.81428272382082, 151] ,  [1.665962045476987, 1201]  ]
L_t_LQuujj1600 = [[2.5139777543651967, 67415] , [68, 68] ,  [34.80907584561177, 824] ,  [7.2942309313983404, 2024] ,  [1.1724391829239071, 5] ,  [12.008952012326187, 79] ,  [5.234673219320051, 117] ,  [1.237787576187742, 891]  ]
L_t_LQuujj1700 = [[1.3645084620523278, 66507] , [48, 48] ,  [23.28696032559026, 561] ,  [6.30178815679978, 1805] ,  [0.1940981803066617, 3] ,  [9.23185619397004, 58] ,  [2.81854559957683, 86] ,  [0.9441998953623989, 664]  ]
L_t_LQuujj1800 = [[0.7480965907731488, 66092] , [33, 33] ,  [16.111360469588682, 398] ,  [4.723227595316064, 1588] ,  [-0.24452091252538036, 1] ,  [7.409559251732155, 46] ,  [2.491652564813579, 70] ,  [0.5950503188054064, 510]  ]
L_t_LQuujj1900 = [[0.40840795637302924, 65160] , [26, 26] ,  [12.005151121155853, 299] ,  [4.365509024299521, 1372] ,  [-0.24452091252538036, 1] ,  [4.6272954495837, 29] ,  [2.1773196106760078, 49] ,  [0.4879776110751918, 402]  ]
L_t_LQuujj2000 = [[0.2284557529979827, 64492] , [20, 20] ,  [8.41969799149301, 214] ,  [3.856163456731722, 1162] ,  [-0.24452091252538036, 1] ,  [3.8170685293471793, 24] ,  [1.7968863578931211, 37] ,  [0.38082644861612547, 305]  ]
L_t_LQuujj2100 = [[0.12547020092977387, 63452] , [14, 14] ,  [5.7779864463367225, 153] ,  [3.6722742661990146, 990] ,  [0.0, 0] ,  [3.4671481277128198, 22] ,  [1.5234023699283652, 33] ,  [0.2634415053472898, 234]  ]
L_t_LQuujj2200 = [[0.06854406495619297, 61028] , [12, 12] ,  [4.319228549413085, 111] ,  [2.41094696949066, 844] ,  [0.0, 0] ,  [2.5840979992696886, 17] ,  [0.5354802856174159, 26] ,  [0.20048703028924922, 183]  ]
L_t_LQuujj2300 = [[0.03809375265535658, 30769] , [7, 7] ,  [3.2715070564330824, 83] ,  [1.8287311968178646, 726] ,  [0.0, 0] ,  [2.051554418409072, 14] ,  [0.5218176572969925, 22] ,  [0.16385403524251524, 143]  ]
L_t_LQuujj2400 = [[0.021261283319946908, 60688] , [5, 5] ,  [2.346977793163923, 60] ,  [1.3026945636519214, 623] ,  [0.0, 0] ,  [1.6541017477247917, 12] ,  [0.43809693606231304, 18] ,  [0.11840723452455684, 119]  ]
L_t_LQuujj2500 = [[0.012054645316317914, 59727] , [4, 4] ,  [1.6532320816180854, 44] ,  [0.8204169328970755, 538] ,  [0.0, 0] ,  [1.6541017477247917, 12] ,  [0.37439619810411146, 14] ,  [0.07224142517304888, 94]  ]
L_t_LQuujj2600 = [[0.0066458082843541995, 58623] , [3, 3] ,  [1.2235889094843504, 31] ,  [0.6582099771816987, 478] ,  [0.0, 0] ,  [1.3169469019520479, 9] ,  [0.3896995611777099, 12] ,  [0.04410036606128439, 81]  ]
L_t_LQuujj2700 = [[0.003732414114256798, 28899] , [3, 3] ,  [0.9965233796529536, 24] ,  [0.6042371092516929, 422] ,  [0.0, 0] ,  [0.845685548525927, 7] ,  [0.3276031416328095, 9] ,  [0.00786900437940779, 65]  ]
