headers = ['Signal', 'Data', 'TTBar', 'ZJets', 'WJets', 'sTop', 'VV', 'TTV']
L_t_LQuujj300 = [[92319.302384368, 29405] , [3998, 3998] ,  [3552.994470479339, 74094] ,  [96.69752975366724, 5418] ,  [4.567409517588562, 17] ,  [221.5222740538148, 1318] ,  [29.05644306830787, 1629] ,  [41.636919134123275, 24931]  ]
L_t_LQuujj400 = [[30302.527683519602, 44891] , [3979, 3979] ,  [3534.2870518684863, 73715] ,  [96.06435925668329, 5416] ,  [4.567409517588562, 17] ,  [219.86911099529632, 1310] ,  [29.023028485330137, 1626] ,  [41.46200315083393, 24862]  ]
L_t_LQuujj500 = [[10135.03898251279, 54130] , [3495, 3495] ,  [3045.2012772622147, 63984] ,  [93.54691166803993, 5351] ,  [4.567409517588562, 17] ,  [203.7004639527854, 1212] ,  [27.68808198742092, 1516] ,  [38.1924356964157, 22995]  ]
L_t_LQuujj600 = [[3796.128090888675, 60186] , [2591, 2591] ,  [2182.939849704799, 46506] ,  [80.50763458094336, 5147] ,  [4.726229954479478, 15] ,  [167.1302575445805, 996] ,  [23.270102469161333, 1270] ,  [30.66425393807606, 18840]  ]
L_t_LQuujj700 = [[1520.6137335242054, 63912] , [1797, 1797] ,  [1425.8573110749326, 30866] ,  [65.57443780121035, 4863] ,  [3.8978955877945904, 14] ,  [129.28743535911002, 772] ,  [18.865402850409257, 1020] ,  [22.600336602837235, 14284]  ]
L_t_LQuujj800 = [[653.3518633115727, 66396] , [1225, 1225] ,  [906.9372677937316, 19919] ,  [52.26140219791171, 4423] ,  [2.094874616857897, 11] ,  [96.7557246709243, 581] ,  [14.777179475216734, 790] ,  [16.868762013125153, 10589]  ]
L_t_LQuujj900 = [[295.72384075164035, 67903] , [834, 834] ,  [577.9021373746756, 12796] ,  [38.79533226415522, 4002] ,  [2.094874616857897, 11] ,  [74.11876000739774, 440] ,  [12.08499400888945, 634] ,  [12.011672970968883, 7682]  ]
L_t_LQuujj1000 = [[138.47002832471117, 68852] , [565, 565] ,  [369.7787992913381, 8255] ,  [30.23906998278561, 3555] ,  [1.9142163875075207, 10] ,  [57.08534333266624, 338] ,  [10.399918563134998, 495] ,  [8.61261002454588, 5587]  ]
L_t_LQuujj1100 = [[67.42095180021992, 68527] , [394, 394] ,  [236.15258203411054, 5353] ,  [23.57671481855232, 3173] ,  [1.029529951142057, 9] ,  [42.10512100607149, 250] ,  [9.245654481749572, 380] ,  [6.291987518031798, 4045]  ]
L_t_LQuujj1200 = [[33.72984709057653, 34640] , [271, 271] ,  [156.50626510620987, 3578] ,  [16.550374687817584, 2878] ,  [1.9746289525442573, 6] ,  [31.762165322612937, 190] ,  [8.59109282651516, 295] ,  [4.473817428117493, 2957]  ]
L_t_LQuujj1300 = [[17.315756741893892, 34464] , [192, 192] ,  [103.50680272852998, 2396] ,  [11.905351208205875, 2634] ,  [1.9746289525442573, 6] ,  [23.481566198477704, 141] ,  [7.96317920162543, 236] ,  [3.125965567092801, 2165]  ]
L_t_LQuujj1400 = [[9.015440757107699, 68653] , [130, 130] ,  [69.68467238584, 1632] ,  [10.649184682956092, 2437] ,  [1.9746289525442573, 6] ,  [18.48475082161397, 114] ,  [6.334783235918167, 187] ,  [2.243919959930924, 1592]  ]
L_t_LQuujj1500 = [[4.7606303462860255, 68327] , [92, 92] ,  [49.05354576732861, 1151] ,  [8.630975908511664, 2221] ,  [1.186535912821635, 5] ,  [15.320645477092045, 97] ,  [6.189566386603668, 150] ,  [1.6682865086110126, 1210]  ]
L_t_LQuujj1600 = [[2.5332050464758376, 67423] , [68, 68] ,  [35.146506116256035, 819] ,  [7.149763660184425, 2025] ,  [1.186535912821635, 5] ,  [11.794637902653706, 76] ,  [5.2102539776483745, 114] ,  [1.2331041677043015, 904]  ]
L_t_LQuujj1700 = [[1.3748826341721119, 66512] , [48, 48] ,  [23.420670797753985, 557] ,  [6.088358261127698, 1795] ,  [0.1965936726417521, 3] ,  [9.376799834863556, 58] ,  [3.252328196394738, 89] ,  [0.9355682923806489, 671]  ]
L_t_LQuujj1800 = [[0.7538547816423132, 66097] , [33, 33] ,  [16.34339069074305, 397] ,  [4.84086879874937, 1583] ,  [-0.24452091252538036, 1] ,  [7.35049668683218, 45] ,  [2.5260372207209363, 70] ,  [0.5953271950663797, 513]  ]
L_t_LQuujj1900 = [[0.41142912499594797, 65168] , [26, 26] ,  [12.373102355497256, 303] ,  [4.130177692896466, 1369] ,  [-0.24452091252538036, 1] ,  [4.742266136230372, 30] ,  [2.1692703366377404, 49] ,  [0.5026562064505091, 401]  ]
L_t_LQuujj2000 = [[0.23010371678166888, 64497] , [20, 20] ,  [8.753279465173673, 217] ,  [3.9013915873792095, 1161] ,  [-0.24452091252538036, 1] ,  [3.7087732774672197, 23] ,  [1.7914252186738353, 37] ,  [0.37592175151755, 308]  ]
L_t_LQuujj2100 = [[0.12635009575630607, 63458] , [14, 14] ,  [5.798039525400891, 150] ,  [3.551291439589623, 981] ,  [0.0, 0] ,  [3.3584748086688805, 21] ,  [0.6188870525888005, 32] ,  [0.2709671512254595, 242]  ]
L_t_LQuujj2200 = [[0.06903033315361078, 61037] , [12, 12] ,  [4.186115919295196, 107] ,  [2.4064188809493934, 845] ,  [0.0, 0] ,  [2.6085739852048153, 17] ,  [0.5403560212611148, 26] ,  [0.20799386887113744, 191]  ]
L_t_LQuujj2300 = [[0.03835073101103253, 30776] , [7, 7] ,  [3.34652981861902, 83] ,  [1.8614152497715521, 725] ,  [0.0, 0] ,  [2.0664193206984285, 14] ,  [0.5267771442344624, 22] ,  [0.16404113525492442, 150]  ]
L_t_LQuujj2400 = [[0.021403090648025053, 60694] , [5, 5] ,  [2.377338991970234, 59] ,  [1.2798540442867083, 619] ,  [0.0, 0] ,  [1.6578760513467887, 12] ,  [0.4281996522934014, 19] ,  [0.11413625384854464, 119]  ]
L_t_LQuujj2500 = [[0.012131362375310597, 59728] , [4, 4] ,  [1.8631257927428873, 47] ,  [0.8663345752796007, 539] ,  [0.0, 0] ,  [1.6578760513467887, 12] ,  [0.3844595937981982, 14] ,  [0.07595079878297636, 96]  ]
L_t_LQuujj2600 = [[0.006688814352036535, 58638] , [3, 3] ,  [1.2783057855256066, 32] ,  [0.7281688242109003, 479] ,  [0.0, 0] ,  [1.3221438019374834, 9] ,  [0.3995553794061009, 12] ,  [0.047865722012534626, 81]  ]
L_t_LQuujj2700 = [[0.0037556044224277517, 28905] , [3, 3] ,  [1.049129503356847, 24] ,  [0.4993131555632716, 425] ,  [0.0, 0] ,  [0.8502512264469783, 7] ,  [0.33784491929377064, 9] ,  [0.007645411726287851, 65]  ]
L_t_LQuujj2800 = [[0.002059657727992163, 56620] , [3, 3] ,  [0.9686618004573848, 22] ,  [0.6444567178467412, 373] ,  [0.0, 0] ,  [0.7038261101826387, 6] ,  [0.3120820261422621, 8] ,  [0.0008777430797933874, 54]  ]
