headers = ['Signal', 'Data', 'TTBar', 'ZJets', 'WJets', 'sTop', 'VV', 'TTV']
L_t_LQuujj300 = [[20372.21476977756, 6348] , [0, 0] ,  [0.1285281923043893, 1] ,  [0.696524178106037, 60] ,  [0.0, 0] ,  [0.0, 0] ,  [0.24435028437144274, 17] ,  [0.04314682014768857, 48]  ]
L_t_LQuujj400 = [[5956.366451223754, 8786] , [0, 0] ,  [0.0, 0] ,  [0.8052116010472237, 50] ,  [0.0, 0] ,  [0.40506522350564367, 2] ,  [-0.013563175841141268, 3] ,  [0.012708795398649084, 17]  ]
L_t_LQuujj500 = [[3687.045077100237, 19990] , [2, 2] ,  [0.5974825378426962, 3] ,  [0.7303557050001254, 84] ,  [0.0, 0] ,  [0.4366208671935964, 2] ,  [0.05430207997123372, 8] ,  [0.025883503401204804, 30]  ]
L_t_LQuujj600 = [[1494.1785707977058, 23902] , [0, 0] ,  [0.0, 0] ,  [0.2211267656588104, 50] ,  [0.0, 0] ,  [0.0, 0] ,  [0.04671276953032646, 5] ,  [0.018601018987595374, 16]  ]
L_t_LQuujj700 = [[765.4251178513814, 31890] , [0, 0] ,  [0.0, 0] ,  [0.2879749146204861, 67] ,  [0.0, 0] ,  [0.0, 0] ,  [-0.013212357961225057, 12] ,  [0.02103767930039529, 26]  ]
L_t_LQuujj800 = [[360.63964542548905, 36991] , [0, 0] ,  [0.0, 0] ,  [-0.044842886458003155, 63] ,  [0.0, 0] ,  [0.0, 0] ,  [0.006400694697185742, 4] ,  [0.005823492692279455, 15]  ]
L_t_LQuujj900 = [[179.18420156377678, 41425] , [0, 0] ,  [0.0, 0] ,  [0.1044233148653181, 65] ,  [0.0, 0] ,  [0.0, 0] ,  [0.06554650752950825, 6] ,  [0.011566206698875725, 10]  ]
L_t_LQuujj1000 = [[91.30590731061086, 32306] , [1, 1] ,  [0.0, 0] ,  [0.15286183766247827, 71] ,  [0.0, 0] ,  [0.0, 0] ,  [0.059004279846785926, 5] ,  [0.010345334572733327, 6]  ]
L_t_LQuujj1100 = [[49.90067952474819, 49754] , [1, 1] ,  [0.0, 0] ,  [0.4072582827381653, 72] ,  [0.0, 0] ,  [0.0, 0] ,  [0.042018514416135494, 4] ,  [0.018584165554291248, 8]  ]
L_t_LQuujj1200 = [[23.520003368643092, 47850] , [1, 1] ,  [0.0, 0] ,  [0.08781608793302967, 28] ,  [0.0, 0] ,  [0.21271492630635777, 1] ,  [-0.025337426575954114, 2] ,  [0.0054879093877547615, 4]  ]
L_t_LQuujj1300 = [[12.77377503766974, 49010] , [0, 0] ,  [0.0, 0] ,  [0.047347072597480215, 17] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0013284193304176205, 2]  ]
L_t_LQuujj1400 = [[8.121155846896665, 58809] , [0, 0] ,  [0.0, 0] ,  [0.1889475813821768, 43] ,  [0.0, 0] ,  [0.21560357714157324, 1] ,  [-0.0009234861081223438, 2] ,  [-0.0011419265261019612, 5]  ]
L_t_LQuujj1500 = [[3.984765973987719, 53550] , [0, 0] ,  [0.0, 0] ,  [0.022542971333228523, 18] ,  [0.0, 0] ,  [0.0, 0] ,  [0.013722258384744751, 1] ,  [0.001030850257267188, 1]  ]
L_t_LQuujj1600 = [[2.3700163708449025, 57091] , [0, 0] ,  [0.0, 0] ,  [0.17680114506855746, 21] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0, 0] ,  [-0.0016207642788335537, 3]  ]
L_t_LQuujj1700 = [[1.2758614118659808, 39296] , [0, 0] ,  [0.0, 0] ,  [0.03117200251011002, 11] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0, 0] ,  [-0.0005139192163055296, 1]  ]
L_t_LQuujj1800 = [[0.7505280036699452, 55015] , [0, 0] ,  [0.0, 0] ,  [9.194670316693817e-05, 4] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0, 0]  ]
L_t_LQuujj1900 = [[0.4631904419876807, 54461] , [0, 0] ,  [0.0, 0] ,  [0.09006768250856308, 23] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0, 0] ,  [-0.001324765324152705, 1]  ]
L_t_LQuujj2000 = [[0.2724370806736694, 57297] , [0, 0] ,  [0.0, 0] ,  [0.06310684505527449, 10] ,  [0.0, 0] ,  [0.0, 0] ,  [0.013838137628701015, 1] ,  [-0.002731160033314686, 1]  ]
L_t_LQuujj2100 = [[0.15701870879397312, 58531] , [0, 0] ,  [0.0, 0] ,  [0.0744551909922739, 13] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0, 0]  ]
L_t_LQuujj2200 = [[0.08673139482216922, 54726] , [0, 0] ,  [0.0, 0] ,  [0.030033984820560376, 3] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0, 0]  ]
L_t_LQuujj2300 = [[0.051027017561174635, 56491] , [0, 0] ,  [0.0, 0] ,  [0.03955677484167138, 6] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0, 0]  ]
L_t_LQuujj2400 = [[0.030075402163864447, 56958] , [0, 0] ,  [0.0, 0] ,  [0.015451304847160492, 7] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0, 0]  ]
