headers = ['Signal', 'Data', 'TTBar', 'ZJets', 'WJets', 'sTop', 'VV', 'TTV']
L_t_LQuujj300 = [[18814.38379181535, 6348] , [0, 0] ,  [0.1283106183671576, 1] ,  [0.6860077167675118, 60] ,  [0.0, 0] ,  [0.0, 0] ,  [0.2417633045132892, 17] ,  [0.04232561055664844, 48]  ]
L_t_LQuujj400 = [[5500.892548230319, 8786] , [0, 0] ,  [0.0, 0] ,  [0.793764957105658, 50] ,  [0.0, 0] ,  [0.37821216013598846, 2] ,  [-0.013419580089640974, 3] ,  [0.012465686940571518, 17]  ]
L_t_LQuujj500 = [[3405.1025832104015, 19990] , [2, 2] ,  [0.5962375470131271, 3] ,  [0.7196515729253872, 84] ,  [0.0, 0] ,  [0.4071816349842361, 2] ,  [0.05372185784266418, 8] ,  [0.025373438170774393, 30]  ]
L_t_LQuujj600 = [[1379.9211034334146, 23902] , [0, 0] ,  [0.0, 0] ,  [0.21782206625362827, 50] ,  [0.0, 0] ,  [0.0, 0] ,  [0.046213639799335994, 5] ,  [0.01820412060136215, 16]  ]
L_t_LQuujj700 = [[706.8942721198579, 31890] , [0, 0] ,  [0.0, 0] ,  [0.2833447622885114, 67] ,  [0.0, 0] ,  [0.0, 0] ,  [-0.01307118284484377, 12] ,  [0.02054655331116551, 26]  ]
L_t_LQuujj800 = [[333.0621032743738, 36991] , [0, 0] ,  [0.0, 0] ,  [-0.044280554890959736, 63] ,  [0.0, 0] ,  [0.0, 0] ,  [0.006332302755228968, 4] ,  [0.005678667359294727, 15]  ]
L_t_LQuujj900 = [[165.48226963776716, 41425] , [0, 0] ,  [0.0, 0] ,  [0.10267152243886328, 65] ,  [0.0, 0] ,  [0.0, 0] ,  [0.06476282917369378, 6] ,  [0.01125660724536922, 10]  ]
L_t_LQuujj1000 = [[83.43772942576203, 32306] , [1, 1] ,  [0.0, 0] ,  [0.15033944116000297, 71] ,  [0.0, 0] ,  [0.0, 0] ,  [0.058298820795508036, 5] ,  [0.010067434931265837, 6]  ]
L_t_LQuujj1100 = [[45.56723543488986, 49754] , [1, 1] ,  [0.0, 0] ,  [0.4001672682757337, 72] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0414792459908703, 4] ,  [0.01804806169583155, 8]  ]
L_t_LQuujj1200 = [[21.3449526895753, 47850] , [1, 1] ,  [0.0, 0] ,  [0.08630650285590641, 28] ,  [0.0, 0] ,  [0.19004281810627874, 1] ,  [-0.024980180530206692, 2] ,  [0.005318748448558728, 4]  ]
L_t_LQuujj1300 = [[11.24353053223282, 49010] , [0, 0] ,  [0.0, 0] ,  [0.04654176426584897, 17] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0, 0] ,  [0.001287471740779748, 2]  ]
L_t_LQuujj1400 = [[7.010666304296092, 58809] , [0, 0] ,  [0.0, 0] ,  [0.18571882243965362, 43] ,  [0.0, 0] ,  [0.19004281810627874, 1] ,  [-0.0009077799047789801, 2] ,  [-0.0011014954491192167, 5]  ]
L_t_LQuujj1500 = [[3.3843774197279886, 53550] , [0, 0] ,  [0.0, 0] ,  [0.0221243267667516, 18] ,  [0.0, 0] ,  [0.0, 0] ,  [0.013471658161155172, 1] ,  [0.0009943519492267197, 1]  ]
L_t_LQuujj1600 = [[1.9367625813883214, 57091] , [0, 0] ,  [0.0, 0] ,  [0.17373629317172654, 21] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0, 0] ,  [-0.0015584177838447824, 3]  ]
L_t_LQuujj1700 = [[1.0234729759874768, 39296] , [0, 0] ,  [0.0, 0] ,  [0.030566573977174973, 11] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0, 0] ,  [-0.0004936753305578588, 1]  ]
L_t_LQuujj1800 = [[0.5612263543482724, 55015] , [0, 0] ,  [0.0, 0] ,  [8.600472588077583e-05, 4] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0, 0]  ]
L_t_LQuujj1900 = [[0.3331107098077517, 54461] , [0, 0] ,  [0.0, 0] ,  [0.08804830806184791, 23] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0, 0] ,  [-0.0012725812512211342, 1]  ]
L_t_LQuujj2000 = [[0.18481587454967183, 57297] , [0, 0] ,  [0.0, 0] ,  [0.06155109271360131, 10] ,  [0.0, 0] ,  [0.0, 0] ,  [0.013471658161155172, 1] ,  [-0.0025799492884979697, 1]  ]
L_t_LQuujj2100 = [[0.10208615096155821, 58531] , [0, 0] ,  [0.0, 0] ,  [0.07242266437224144, 13] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0, 0]  ]
L_t_LQuujj2200 = [[0.05323884035490103, 54726] , [0, 0] ,  [0.0, 0] ,  [0.0290938639624451, 3] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0, 0]  ]
L_t_LQuujj2300 = [[0.030403990681746512, 56491] , [0, 0] ,  [0.0, 0] ,  [0.038201146941203475, 6] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0, 0]  ]
L_t_LQuujj2400 = [[0.01722038486336368, 56958] , [0, 0] ,  [0.0, 0] ,  [0.014853548468717753, 7] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0, 0]  ]
L_t_LQuujj2500 = [[0.009917091660995652, 55747] , [0, 0] ,  [0.0, 0] ,  [0.0016945806893816197, 5] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0, 0]  ]
L_t_LQuujj2600 = [[0.00546129896485593, 56325] , [0, 0] ,  [0.0, 0] ,  [0.0011045493596942907, 4] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0, 0]  ]
L_t_LQuujj2700 = [[0.0030470031123036186, 55187] , [0, 0] ,  [0.0, 0] ,  [0.03623600746992537, 5] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0, 0]  ]
L_t_LQuujj2800 = [[0.00168474613411911, 54465] , [0, 0] ,  [0.0, 0] ,  [-0.003036751625545947, 4] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0, 0]  ]
L_t_LQuujj2900 = [[0.000926951468829334, 54100] , [0, 0] ,  [0.0, 0] ,  [-0.0006330155599105036, 3] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0, 0]  ]
L_t_LQuujj3000 = [[0.0005177489657093207, 52000] , [0, 0] ,  [0.0, 0] ,  [0.0024486318592447506, 3] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0, 0]  ]
L_t_LQuujj3500 = [[3.193532023661122e-05, 40379] , [0, 0] ,  [0.0, 0] ,  [0.028408889343187645, 3] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0, 0]  ]
L_t_LQuujj4000 = [[2.6411789675975223e-06, 44539] , [0, 0] ,  [0.0, 0] ,  [0.000984367475300004, 3] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0, 0]  ]
