headers = ['Signal', 'Data', 'TTBar', 'ZJets', 'WJets', 'sTop', 'VV', 'TTV']
L_t_LQuujj300 = [[143373.90776574347, 14925] , [5683, 5683] ,  [4950.782621809544, 68495] ,  [143.12115542541076, 4772] ,  [5.553702533725726, 15] ,  [371.6974892191012, 1672] ,  [55.83314166251762, 1901] ,  [74.6379363919217, 27945]  ]
L_t_LQuujj400 = [[46351.32902282249, 22441] , [5660, 5660] ,  [4923.717078619952, 68132] ,  [144.04749733966466, 4769] ,  [5.553702533725726, 15] ,  [371.2413944756859, 1670] ,  [55.99480232550637, 1899] ,  [74.33475910090972, 27879]  ]
L_t_LQuujj500 = [[15470.68172434285, 27101] , [4977, 4977] ,  [4260.426089032165, 59303] ,  [138.01454628640496, 4698] ,  [5.553702533725726, 15] ,  [341.2823624714278, 1536] ,  [50.803402916980616, 1784] ,  [68.71706043591715, 25744]  ]
L_t_LQuujj600 = [[5847.322128881823, 30052] , [3738, 3738] ,  [3063.555847078829, 42996] ,  [126.08609850224713, 4456] ,  [5.674483354297445, 14] ,  [283.55330569630905, 1262] ,  [44.88261021392564, 1530] ,  [56.23912746259913, 20926]  ]
L_t_LQuujj700 = [[2336.850897078289, 31808] , [2556, 2556] ,  [2024.4187220510762, 28549] ,  [102.87757543784656, 4133] ,  [4.753412937763685, 13] ,  [214.69619048378274, 943] ,  [39.22912973694827, 1233] ,  [43.24733698432985, 15810]  ]
L_t_LQuujj800 = [[1014.299945129689, 33180] , [1718, 1718] ,  [1310.6344183401588, 18569] ,  [79.593035523852, 3716] ,  [2.200718641391636, 10] ,  [163.79686675558312, 721] ,  [40.23027479233534, 959] ,  [30.638540309636213, 11496]  ]
L_t_LQuujj900 = [[461.1578397626258, 33972] , [1158, 1158] ,  [843.5624616262912, 11968] ,  [68.26448459351583, 3272] ,  [2.5819510474090963, 9] ,  [119.47484193037336, 529] ,  [31.812559110575638, 753] ,  [22.229515403385662, 8237]  ]
L_t_LQuujj1000 = [[216.38043029110509, 34320] , [768, 768] ,  [547.6576714914237, 7776] ,  [57.93396783305936, 2846] ,  [2.5819510474090963, 9] ,  [85.7914500740609, 381] ,  [23.047536518482808, 575] ,  [15.588974822672924, 5872]  ]
L_t_LQuujj1100 = [[107.65139686708763, 34781] , [519, 519] ,  [368.2430715753661, 5231] ,  [50.71197615724534, 2463] ,  [0.5081207873452857, 8] ,  [60.50585715374622, 266] ,  [18.148467683493056, 445] ,  [11.273971829113561, 4260]  ]
L_t_LQuujj1200 = [[54.00419002999049, 34773] , [349, 349] ,  [248.83999277359106, 3525] ,  [39.57527693755304, 2148] ,  [0.5081207873452857, 8] ,  [45.17647976077321, 196] ,  [10.721731707794063, 340] ,  [7.871847530476285, 3071]  ]
L_t_LQuujj1300 = [[28.086955000037886, 34839] , [252, 252] ,  [168.8791539390473, 2394] ,  [27.016592062884452, 1904] ,  [0.5443441155502318, 7] ,  [33.71597271229383, 151] ,  [6.729343494498917, 270] ,  [6.032181368017225, 2268]  ]
L_t_LQuujj1400 = [[14.731643053359063, 34683] , [169, 169] ,  [115.11242946449852, 1633] ,  [23.57472575727491, 1713] ,  [0.5096250696912993, 6] ,  [24.80640979691086, 114] ,  [5.303127719910361, 223] ,  [4.573415969171945, 1671]  ]
