headers = ['Signal', 'Data', 'TTBar', 'ZJets', 'WJets', 'sTop', 'VV', 'TTV']
L_t_LQuujj300 = [[140377.89919658244, 14747] , [5683, 5683] ,  [4986.840278401988, 66638] ,  [142.61649765062998, 4695] ,  [3.968879872425663, 14] ,  [353.7766420163239, 1612] ,  [50.24944601386297, 1869] ,  [73.64964576373642, 27613]  ]
L_t_LQuujj400 = [[45608.56968805015, 22301] , [5660, 5660] ,  [4960.35559404672, 66294] ,  [143.4942122327309, 4692] ,  [3.968879872425663, 14] ,  [353.32659416762647, 1610] ,  [50.369273466546495, 1865] ,  [73.33227319179358, 27530]  ]
L_t_LQuujj500 = [[15236.676972680372, 27012] , [4977, 4977] ,  [4282.093145211931, 57597] ,  [138.43198459215915, 4620] ,  [3.968879872425663, 14] ,  [324.91126338059695, 1480] ,  [45.17191424602729, 1749] ,  [67.65614827289977, 25396]  ]
L_t_LQuujj600 = [[5747.58912144015, 29976] , [3738, 3738] ,  [3078.3537443206696, 41752] ,  [125.17215972849569, 4388] ,  [4.0882072597628, 13] ,  [268.0003138571045, 1204] ,  [41.855456985013525, 1503] ,  [55.36063314007864, 20638]  ]
L_t_LQuujj700 = [[2292.0176783020397, 31755] , [2556, 2556] ,  [2018.9823014949957, 27562] ,  [100.83040375303925, 4069] ,  [3.1798932355838376, 12] ,  [204.3102550186922, 910] ,  [36.47136563282512, 1206] ,  [42.13575821485981, 15536]  ]
L_t_LQuujj800 = [[992.1480291169995, 33147] , [1718, 1718] ,  [1304.6942412176475, 17904] ,  [78.50054125213985, 3662] ,  [2.1041940581332144, 10] ,  [155.03161885757396, 699] ,  [37.25484878250665, 940] ,  [30.02909377155694, 11295]  ]
L_t_LQuujj900 = [[449.29587960861943, 33929] , [1158, 1158] ,  [836.4184991753441, 11538] ,  [67.02783111653656, 3203] ,  [2.426954976329682, 9] ,  [113.36895770096542, 511] ,  [30.182588256640823, 741] ,  [21.33133764422878, 8065]  ]
L_t_LQuujj1000 = [[210.01582658118906, 34284] , [768, 768] ,  [543.2621570291772, 7509] ,  [54.06298178441678, 2790] ,  [2.426954976329682, 9] ,  [80.00513302068768, 361] ,  [21.839269412547008, 566] ,  [14.908441518356295, 5747]  ]
L_t_LQuujj1100 = [[104.14951054367351, 34753] , [519, 519] ,  [361.30505884807184, 4996] ,  [48.39733645840083, 2407] ,  [0.6320140112391464, 8] ,  [56.39499172998671, 251] ,  [16.686996818588597, 433] ,  [10.727502024579591, 4156]  ]
L_t_LQuujj1200 = [[52.00359795242721, 34745] , [349, 349] ,  [243.02082136375725, 3364] ,  [37.400502969802005, 2108] ,  [0.6320140112391464, 8] ,  [42.40318731213356, 190] ,  [10.073330588301006, 335] ,  [7.349534875937206, 2987]  ]
L_t_LQuujj1300 = [[26.93820817724976, 34822] , [252, 252] ,  [164.68133766107684, 2282] ,  [25.30974830435724, 1867] ,  [0.6669580690233281, 7] ,  [31.259594964947063, 144] ,  [6.40260628231686, 266] ,  [5.8357484054496815, 2193]  ]
L_t_LQuujj1400 = [[14.067683872990454, 34672] , [169, 169] ,  [110.56284295553012, 1538] ,  [22.69518369690224, 1685] ,  [0.6327215321998795, 6] ,  [22.955817928352367, 109] ,  [5.038734836873061, 217] ,  [4.295785046833943, 1643]  ]
L_t_LQuujj1500 = [[7.465379217647229, 34459] , [121, 121] ,  [78.70167749938415, 1081] ,  [15.761277998018924, 1508] ,  [-0.4259579788864678, 4] ,  [17.229977695475323, 83] ,  [3.828121247477848, 164] ,  [3.2631235738780546, 1252]  ]
L_t_LQuujj1600 = [[4.0285787686037775, 34330] , [83, 83] ,  [58.341097441416785, 800] ,  [10.34391487452961, 1331] ,  [0.3364034426827458, 3] ,  [13.773277002474986, 64] ,  [3.2749285640766215, 129] ,  [2.423350593118389, 912]  ]
L_t_LQuujj1700 = [[2.214061886660774, 34065] , [62, 62] ,  [41.15466250394255, 566] ,  [7.530328459935349, 1181] ,  [0.3364034426827458, 3] ,  [10.008007022098596, 46] ,  [4.423962411124316, 98] ,  [1.8582865021819424, 686]  ]
L_t_LQuujj1800 = [[1.2178283041120748, 33682] , [47, 47] ,  [30.186005809108778, 414] ,  [6.699678445215964, 1028] ,  [0.3364034426827458, 3] ,  [7.109314705293958, 35] ,  [3.803519088640234, 73] ,  [1.3403752079374542, 528]  ]
L_t_LQuujj1900 = [[0.6671901165560007, 33220] , [32, 32] ,  [22.379615438890823, 307] ,  [4.396234776173175, 877] ,  [0.24580647079792706, 2] ,  [5.289829611237109, 23] ,  [2.708216938961924, 62] ,  [1.0001971056800711, 409]  ]
L_t_LQuujj2000 = [[0.3761560980508143, 32843] , [22, 22] ,  [16.178187159042054, 224] ,  [4.064991862566062, 763] ,  [0.24580647079792706, 2] ,  [4.4669036414792025, 19] ,  [2.5296823679048757, 50] ,  [0.7930961745449345, 319]  ]
L_t_LQuujj2100 = [[0.20840605418245786, 32375] , [13, 13] ,  [11.391307516094965, 163] ,  [3.281687075602955, 643] ,  [0.03377053153044283, 1] ,  [3.844071538573817, 16] ,  [2.581768969078951, 43] ,  [0.5291596661325949, 244]  ]
L_t_LQuujj2200 = [[0.11568995020398432, 32107] , [9, 9] ,  [8.939674252489247, 123] ,  [2.6526320670365324, 546] ,  [0.03377053153044283, 1] ,  [3.0916916011083755, 13] ,  [1.0401757553410507, 37] ,  [0.3821328010023757, 185]  ]
L_t_LQuujj2300 = [[0.06397327130012279, 31425] , [7, 7] ,  [6.133871433631301, 87] ,  [2.7526729018786202, 455] ,  [0.0, 0] ,  [1.5894217259782168, 7] ,  [0.920792931560664, 31] ,  [0.35669263244137017, 150]  ]
