headers = ['Signal', 'Data', 'TTBar', 'ZJets', 'WJets', 'sTop', 'VV', 'TTV']
L_t_LQuujj300 = [[21006.531410209827, 6484] , [5, 5] ,  [0.6118073835827207, 12] ,  [1.2573899547223906, 52] ,  [0.0, 0] ,  [0.24057405794872852, 2] ,  [0.03998820135980519, 17] ,  [0.027960635936683877, 29]  ]
L_t_LQuujj400 = [[5877.765330042398, 8459] , [0, 0] ,  [0.05190172839861695, 1] ,  [0.13515468487195875, 30] ,  [0.0, 0] ,  [0.16716835174955003, 1] ,  [0.0578871980898646, 6] ,  [0.03312519676014654, 18]  ]
L_t_LQuujj500 = [[3804.6109376339855, 19818] , [2, 2] ,  [0.2707290109273648, 7] ,  [1.6980766910985268, 69] ,  [0.0, 0] ,  [0.38355703322808776, 2] ,  [0.007423006818639374, 11] ,  [0.04906405835147522, 27]  ]
L_t_LQuujj600 = [[1541.350127474786, 23837] , [1, 1] ,  [0.10918873553113881, 3] ,  [0.7097293521092368, 50] ,  [0.0, 0] ,  [0.0, 0] ,  [0.002584345162126505, 4] ,  [0.020181606937805588, 22]  ]
L_t_LQuujj700 = [[791.5639548045299, 32584] , [0, 0] ,  [0.055528821973234124, 1] ,  [0.5424563698107128, 104] ,  [0.0, 0] ,  [0.004508300573389734, 1] ,  [0.019325604685603535, 5] ,  [0.008693414931861628, 15]  ]
L_t_LQuujj800 = [[374.58220192457117, 37469] , [1, 1] ,  [0.1073479474434299, 2] ,  [0.35883519831546495, 116] ,  [0.0, 0] ,  [0.004508300573389734, 1] ,  [0.18738463493517882, 6] ,  [0.04035076938574772, 18]  ]
L_t_LQuujj900 = [[185.47884737824208, 41983] , [0, 0] ,  [0.05096346234725981, 1] ,  [-0.07958904833194584, 104] ,  [0.0, 0] ,  [0.0, 0] ,  [0.03571749293311326, 3] ,  [0.0053643813424998285, 7]  ]
L_t_LQuujj1000 = [[94.51071826092331, 46456] , [1, 1] ,  [0.0, 0] ,  [0.17317502794279996, 99] ,  [0.0, 0] ,  [0.0, 0] ,  [0.04089398722725006, 2] ,  [0.0063055253403693804, 7]  ]
L_t_LQuujj1100 = [[50.91525143291033, 51232] , [0, 0] ,  [0.0, 0] ,  [0.1671803740125419, 96] ,  [0.0, 0] ,  [0.0, 0] ,  [0.061533488033064326, 3] ,  [0.020884264310429612, 8]  ]
L_t_LQuujj1200 = [[24.329441171189952, 24723] , [0, 0] ,  [0.0, 0] ,  [0.030868086216377155, 33] ,  [0.0, 0] ,  [0.0, 0] ,  [0.06670998232720113, 2] ,  [0.006913327624713368, 4]  ]
L_t_LQuujj1300 = [[12.776247127466178, 25186] , [1, 1] ,  [0.0, 0] ,  [0.021290138901695385, 28] ,  [0.0, 0] ,  [0.0, 0] ,  [0.02578288923666438, 1] ,  [0.002759614538558107, 5]  ]
L_t_LQuujj1400 = [[7.964361525353438, 60342] , [1, 1] ,  [0.0, 0] ,  [-0.009661694270413542, 72] ,  [0.0, 0] ,  [0.0, 0] ,  [0.1938581945567456, 4] ,  [0.008682785725757763, 9]  ]
L_t_LQuujj1500 = [[3.8590872319737204, 55051] , [0, 0] ,  [0.0, 0] ,  [0.0659021145187239, 31] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0, 0] ,  [0.006816561092631965, 3]  ]
L_t_LQuujj1600 = [[2.2025740415527837, 58319] , [1, 1] ,  [0.0, 0] ,  [-0.00832547735785646, 34] ,  [0.0, 0] ,  [0.0, 0] ,  [0.02578288923666438, 1] ,  [0.005553649873910117, 4]  ]
L_t_LQuujj1700 = [[1.162577057037772, 56017] , [0, 0] ,  [0.0, 0] ,  [0.025529629246582447, 24] ,  [0.0, 0] ,  [0.0, 0] ,  [9.072636710164899e-05, 1] ,  [0.006767588955549028, 3]  ]
L_t_LQuujj1800 = [[0.6442364672127433, 56289] , [0, 0] ,  [0.0, 0] ,  [0.030084024666407753, 18] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0, 0] ,  [0.003435463624689993, 2]  ]
L_t_LQuujj1900 = [[0.3887817448791154, 61441] , [0, 0] ,  [0.0, 0] ,  [0.07429947198444359, 37] ,  [0.0, 0] ,  [0.0, 0] ,  [0.02587361560376603, 2] ,  [0.009232403710798589, 5]  ]
L_t_LQuujj2000 = [[0.2159518097166108, 60408] , [0, 0] ,  [0.0, 0] ,  [0.03538940239514902, 27] ,  [0.0, 0] ,  [0.0, 0] ,  [9.072636710164899e-05, 1] ,  [0.0104463427924375, 4]  ]
L_t_LQuujj2100 = [[0.11995266819970064, 60130] , [1, 1] ,  [0.0, 0] ,  [0.013638189625440994, 23] ,  [0.0, 0] ,  [0.0, 0] ,  [9.072636710164899e-05, 1] ,  [0.003137807255743492, 2]  ]
L_t_LQuujj2200 = [[0.06269063099011363, 55395] , [0, 0] ,  [0.0, 0] ,  [-0.004067812122133171, 5] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0, 0] ,  [-0.0001943180751155423, 1]  ]
L_t_LQuujj2300 = [[0.035923377196651965, 28797] , [0, 0] ,  [0.0, 0] ,  [0.005183405760887001, 3] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0, 0] ,  [0.003435463624689993, 2]  ]
L_t_LQuujj2400 = [[0.020656293457507535, 58510] , [0, 0] ,  [0.0, 0] ,  [0.013713961524806402, 12] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0, 0] ,  [0.00348443576177293, 2]  ]
L_t_LQuujj2500 = [[0.01191355981675512, 58592] , [1, 1] ,  [0.0, 0] ,  [0.013260473655820485, 21] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0, 0] ,  [-0.0005057335524870387, 3]  ]
L_t_LQuujj2600 = [[0.006596919154596505, 57766] , [0, 0] ,  [0.0, 0] ,  [0.0013195112317153097, 13] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0019101090656795851, 5]  ]
L_t_LQuujj2700 = [[0.0037073722361759187, 28503] , [0, 0] ,  [0.0, 0] ,  [0.007193360928398439, 11] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0, 0] ,  [-0.004720118194917821, 5]  ]
L_t_LQuujj2800 = [[0.002037700753849363, 55959] , [1, 1] ,  [0.0, 0] ,  [0.0067484541610166, 10] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0, 0] ,  [-0.0031947636359074137, 2]  ]
L_t_LQuujj2900 = [[0.0011318579261094513, 54739] , [1, 1] ,  [0.0, 0] ,  [0.005170374063512295, 9] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0, 0] ,  [-0.0001943180751155423, 1]  ]
L_t_LQuujj3000 = [[0.000646902953472863, 26049] , [0, 0] ,  [0.0, 0] ,  [0.006700317286884987, 8] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0, 0] ,  [-0.0001943180751155423, 1]  ]
L_t_LQuujj3500 = [[4.0156955671785475e-05, 24965] , [0, 0] ,  [0.0, 0] ,  [-0.000499676158709177, 7] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0, 0] ,  [-0.0001943180751155423, 1]  ]
L_t_LQuujj4000 = [[3.3751623323361912e-06, 45498] , [1, 1] ,  [0.0, 0] ,  [0.001782889517696048, 7] ,  [0.0, 0] ,  [0.0, 0] ,  [9.072636710164899e-05, 1] ,  [0.0, 0]  ]
