headers = ['Signal', 'Data', 'TTBar', 'ZJets', 'WJets', 'sTop', 'VV', 'TTV']
L_t_LQuujj300 = [[21370.70613353735, 6588] , [5, 5] ,  [0.7705397347568427, 16] ,  [1.61090565101599, 58] ,  [0.0, 0] ,  [0.24057405794872852, 2] ,  [0.03201129099520062, 19] ,  [0.031330220297039156, 32]  ]
L_t_LQuujj400 = [[5981.981100640166, 8599] , [0, 0] ,  [0.0901546899019199, 2] ,  [0.03639485266480188, 30] ,  [0.0, 0] ,  [0.16716835174955003, 1] ,  [0.14627127293995723, 8] ,  [0.027685793149497782, 16]  ]
L_t_LQuujj500 = [[3888.8814185006286, 20230] , [2, 2] ,  [0.3078427482747579, 8] ,  [1.2225425565490333, 69] ,  [0.0, 0] ,  [0.38355703322808776, 2] ,  [0.008327125321473393, 13] ,  [0.052971446403545175, 28]  ]
L_t_LQuujj600 = [[1554.7016903795206, 24075] , [1, 1] ,  [0.06616568140096166, 2] ,  [0.5151014116646541, 46] ,  [0.0, 0] ,  [0.0, 0] ,  [-0.007647239023673716, 3] ,  [0.012095663134852726, 19]  ]
L_t_LQuujj700 = [[797.3174474176966, 32804] , [0, 0] ,  [0.05298871053833971, 1] ,  [0.5392549764677761, 100] ,  [0.0, 0] ,  [0.004508300573389734, 1] ,  [0.02617261526012549, 5] ,  [0.003650352443486095, 14]  ]
L_t_LQuujj800 = [[376.19697731561985, 37633] , [1, 1] ,  [0.054564868397911345, 1] ,  [0.25902990451719726, 108] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0644428590749096, 5] ,  [0.04042043083312718, 20]  ]
L_t_LQuujj900 = [[186.34049685974443, 42192] , [0, 0] ,  [0.0, 0] ,  [-0.06956568790465996, 115] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0354911471743282, 3] ,  [0.008340874535370527, 10]  ]
L_t_LQuujj1000 = [[94.7653417729885, 46585] , [1, 1] ,  [0.0, 0] ,  [0.17502290542969048, 100] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0354911471743282, 3] ,  [0.006265566519060813, 7]  ]
L_t_LQuujj1100 = [[51.069251370498264, 51363] , [0, 0] ,  [0.0, 0] ,  [0.14389691906861296, 94] ,  [0.0, 0] ,  [0.0, 0] ,  [0.0611157597747752, 4] ,  [0.016343097597153387, 9]  ]
L_t_LQuujj1200 = [[24.293467049838778, 24692] , [0, 0] ,  [0.0, 0] ,  [-0.015379567511448162, 36] ,  [0.0, 0] ,  [0.0, 0] ,  [0.06628723368701342, 2] ,  [0.006869517092157913, 4]  ]
L_t_LQuujj1300 = [[12.764491664562742, 25195] , [1, 1] ,  [0.0, 0] ,  [-0.027671583412709616, 30] ,  [0.0, 0] ,  [0.0, 0] ,  [0.025619500175767175, 1] ,  [0.0027421265517093684, 5]  ]
